multiple,0.100000
RUNID,BUFFERTIME,COUNT,COLLECTTIME,BAND
TOA,Delta TOA,PW,power,angle
BUFFER 1, 1001.000000, 1024, 0, 1
   192.000,    0.000, 0.3, 1.4, 57.0
   250.000,   58.000, 0.6, 2.3, 46.0
   255.000,    5.000, 0.5, 1.8, 40.0
   440.000,  185.000, 0.4, 1.7, 56.0
   489.000,   49.000, 0.3, 1.4, 57.0
   510.000,   21.000, 0.5, 1.8, 40.0
   765.000,  255.000, 0.5, 1.8, 40.0
   870.000,  105.000, 0.4, 1.7, 56.0
   940.000,   70.000, 0.6, 2.3, 46.0
  1002.000,   62.000, 0.3, 1.4, 57.0
  1020.000,   18.000, 0.5, 1.8, 40.0
  1170.000,  150.000, 0.6, 2.3, 46.0
  1275.000,  105.000, 0.5, 1.8, 40.0
  1300.000,   25.000, 0.4, 1.7, 56.0
  1530.000,  230.000, 0.5, 1.8, 40.0
  1623.000,   93.000, 0.3, 1.4, 57.0
  1730.000,  107.000, 0.4, 1.7, 56.0
  1785.000,   55.000, 0.5, 1.8, 40.0
  1860.000,   75.000, 0.6, 2.3, 46.0
  2040.000,  180.000, 0.5, 1.8, 40.0
  2082.000,   42.000, 0.3, 1.4, 57.0
  2090.000,    8.000, 0.6, 2.3, 46.0
  2160.000,   70.000, 0.4, 1.7, 56.0
  2295.000,  135.000, 0.5, 1.8, 40.0
  2550.000,  255.000, 0.5, 1.8, 40.0
  2590.000,   40.000, 0.4, 1.7, 56.0
  2595.000,    5.000, 0.3, 1.4, 57.0
  2780.000,  185.000, 0.6, 2.3, 46.0
  2805.000,   25.000, 0.5, 1.8, 40.0
  3010.000,  205.000, 0.6, 2.3, 46.0
  3020.000,   10.000, 0.4, 1.7, 56.0
  3060.000,   40.000, 0.5, 1.8, 40.0
  3216.000,  156.000, 0.3, 1.4, 57.0
  3315.000,   99.000, 0.5, 1.8, 40.0
  3378.000,   63.000, 0.3, 1.4, 57.0
  3450.000,   72.000, 0.4, 1.7, 56.0
  3570.000,  120.000, 0.5, 1.8, 40.0
  3675.000,  105.000, 0.3, 1.4, 57.0
  3700.000,   25.000, 0.6, 2.3, 46.0
  3825.000,  125.000, 0.5, 1.8, 40.0
  3880.000,   55.000, 0.4, 1.7, 56.0
  3930.000,   50.000, 0.6, 2.3, 46.0
  4080.000,  150.000, 0.5, 1.8, 40.0
  4188.000,  108.000, 0.3, 1.4, 57.0
  4310.000,  122.000, 0.4, 1.7, 56.0
  4335.000,   25.000, 0.5, 1.8, 40.0
  4590.000,  255.000, 0.5, 1.8, 40.0
  4620.000,   30.000, 0.6, 2.3, 46.0
  4740.000,  120.000, 0.4, 1.7, 56.0
  4809.000,   69.000, 0.3, 1.4, 57.0
  4845.000,   36.000, 0.5, 1.8, 40.0
  4850.000,    5.000, 0.6, 2.3, 46.0
  4971.000,  121.000, 0.3, 1.4, 57.0
  5100.000,  129.000, 0.5, 1.8, 40.0
  5170.000,   70.000, 0.4, 1.7, 56.0
  5268.000,   98.000, 0.3, 1.4, 57.0
  5355.000,   87.000, 0.5, 1.8, 40.0
  5540.000,  185.000, 0.6, 2.3, 46.0
  5600.000,   60.000, 0.4, 1.7, 56.0
  5610.000,   10.000, 0.5, 1.8, 40.0
  5770.000,  160.000, 0.6, 2.3, 46.0
  5781.000,   11.000, 0.3, 1.4, 57.0
  5865.000,   84.000, 0.5, 1.8, 40.0
  6030.000,  165.000, 0.4, 1.7, 56.0
  6120.000,   90.000, 0.5, 1.8, 40.0
  6375.000,  255.000, 0.5, 1.8, 40.0
  6402.000,   27.000, 0.3, 1.4, 57.0
  6460.000,   58.000, 0.4, 1.7, 56.0
  6564.000,  104.000, 0.3, 1.4, 57.0
  6630.000,   66.000, 0.5, 1.8, 40.0
  6690.000,   60.000, 0.6, 2.3, 46.0
  6861.000,  171.000, 0.3, 1.4, 57.0
  6885.000,   24.000, 0.5, 1.8, 40.0
  6890.000,    5.000, 0.4, 1.7, 56.0
  7140.000,  250.000, 0.5, 1.8, 40.0
  7320.000,  180.000, 0.4, 1.7, 56.0
  7374.000,   54.000, 0.3, 1.4, 57.0
  7380.000,    6.000, 0.6, 2.3, 46.0
  7395.000,   15.000, 0.5, 1.8, 40.0
  7610.000,  215.000, 0.6, 2.3, 46.0
  7650.000,   40.000, 0.5, 1.8, 40.0
  7750.000,  100.000, 0.4, 1.7, 56.0
  7905.000,  155.000, 0.5, 1.8, 40.0
  7995.000,   90.000, 0.3, 1.4, 57.0
  8160.000,  165.000, 0.5, 1.8, 40.0
  8180.000,   20.000, 0.4, 1.7, 56.0
  8300.000,  120.000, 0.6, 2.3, 46.0
  8415.000,  115.000, 0.5, 1.8, 40.0
  8454.000,   39.000, 0.3, 1.4, 57.0
  8530.000,   76.000, 0.6, 2.3, 46.0
  8610.000,   80.000, 0.4, 1.7, 56.0
  8670.000,   60.000, 0.5, 1.8, 40.0
  8925.000,  255.000, 0.5, 1.8, 40.0
  8967.000,   42.000, 0.3, 1.4, 57.0
  9040.000,   73.000, 0.4, 1.7, 56.0
  9180.000,  140.000, 0.5, 1.8, 40.0
  9220.000,   40.000, 0.6, 2.3, 46.0
  9435.000,  215.000, 0.5, 1.8, 40.0
  9450.000,   15.000, 0.6, 2.3, 46.0
  9470.000,   20.000, 0.4, 1.7, 56.0
  9588.000,  118.000, 0.3, 1.4, 57.0
  9690.000,  102.000, 0.5, 1.8, 40.0
  9750.000,   60.000, 0.3, 1.4, 57.0
  9900.000,  150.000, 0.4, 1.7, 56.0
  9945.000,   45.000, 0.5, 1.8, 40.0
 10047.000,  102.000, 0.3, 1.4, 57.0
 10140.000,   93.000, 0.6, 2.3, 46.0
 10200.000,   60.000, 0.5, 1.8, 40.0
 10330.000,  130.000, 0.4, 1.7, 56.0
 10370.000,   40.000, 0.6, 2.3, 46.0
 10455.000,   85.000, 0.5, 1.8, 40.0
 10560.000,  105.000, 0.3, 1.4, 57.0
 10710.000,  150.000, 0.5, 1.8, 40.0
 10760.000,   50.000, 0.4, 1.7, 56.0
 10965.000,  205.000, 0.5, 1.8, 40.0
 11060.000,   95.000, 0.6, 2.3, 46.0
 11181.000,  121.000, 0.3, 1.4, 57.0
 11190.000,    9.000, 0.4, 1.7, 56.0
 11220.000,   30.000, 0.5, 1.8, 40.0
 11290.000,   70.000, 0.6, 2.3, 46.0
 11343.000,   53.000, 0.3, 1.4, 57.0
 11475.000,  132.000, 0.5, 1.8, 40.0
 11620.000,  145.000, 0.4, 1.7, 56.0
 11640.000,   20.000, 0.3, 1.4, 57.0
 11730.000,   90.000, 0.5, 1.8, 40.0
 11980.000,  250.000, 0.6, 2.3, 46.0
 11985.000,    5.000, 0.5, 1.8, 40.0
 12050.000,   65.000, 0.4, 1.7, 56.0
 12153.000,  103.000, 0.3, 1.4, 57.0
 12210.000,   57.000, 0.6, 2.3, 46.0
