multiple,0.100000
RUNID,BUFFERTIME,COUNT,COLLECTTIME,BAND
TOA,Delta TOA,PW,power,angle
BUFFER 1, 1001.000000, 1024, 0, 1
   392.400,    0.000, 0.5, 1.9, 37.0
   553.900,  161.500, 0.4, 1.6, 43.0
   751.100,  197.200, 0.5, 1.9, 37.0
  1095.700,  344.600, 0.4, 1.6, 43.0
  1153.200,   57.500, 0.5, 1.9, 37.0
  1394.700,  241.500, 0.6, 2.4, 52.0
  1559.300,  164.600, 0.5, 1.9, 37.0
  1667.600,  108.300, 0.4, 1.6, 43.0
  1894.300,  226.700, 0.5, 1.9, 37.0
  2209.400,  315.100, 0.4, 1.6, 43.0
  2300.400,   91.000, 0.5, 1.9, 37.0
  2763.200,  462.800, 0.4, 1.6, 43.0
  2714.400,  -48.800, 0.6, 2.4, 52.0
  3037.500,  323.100, 0.5, 1.9, 37.0
  3311.000,  273.500, 0.4, 1.6, 43.0
  3372.600,   61.600, 0.5, 1.9, 37.0
  3870.900,  498.300, 0.4, 1.6, 43.0
  3924.100,   53.200, 0.6, 2.4, 52.0
  4058.500,  134.400, 0.5, 1.9, 37.0
  4436.800,  378.300, 0.4, 1.6, 43.0
  4978.600,  541.800, 0.4, 1.6, 43.0
  5538.400,  559.800, 0.4, 1.6, 43.0
  5298.700, -239.700, 0.6, 2.4, 52.0
  5509.100,  210.400, 0.5, 1.9, 37.0
  6122.400,  613.300, 0.4, 1.6, 43.0
  6682.200,  559.800, 0.4, 1.6, 43.0
  7236.100,  553.900, 0.4, 1.6, 43.0
  6673.400, -562.700, 0.6, 2.4, 52.0
  6924.300,  250.900, 0.5, 1.9, 37.0
  7820.000,  895.700, 0.4, 1.6, 43.0
  8373.900,  553.900, 0.4, 1.6, 43.0
  7965.500, -408.400, 0.6, 2.4, 52.0
  8028.100,   62.600, 0.5, 1.9, 37.0
  8927.700,  899.600, 0.4, 1.6, 43.0
  9499.600,  571.900, 0.4, 1.6, 43.0
 10059.500,  559.900, 0.4, 1.6, 43.0
  9230.200, -829.300, 0.6, 2.4, 52.0
  9537.900,  307.700, 0.5, 1.9, 37.0
 10607.300, 1069.400, 0.4, 1.6, 43.0
 11155.100,  547.800, 0.4, 1.6, 43.0
 10412.400, -742.700, 0.6, 2.4, 52.0
 10657.400,  245.000, 0.5, 1.9, 37.0
 11690.900, 1033.500, 0.4, 1.6, 43.0
 12244.700,  553.800, 0.4, 1.6, 43.0
 11649.600, -595.100, 0.6, 2.4, 52.0
 11757.200,  107.600, 0.5, 1.9, 37.0
 12780.500, 1023.300, 0.4, 1.6, 43.0
 13340.400,  559.900, 0.4, 1.6, 43.0
 13888.200,  547.800, 0.4, 1.6, 43.0
 12969.300, -918.900, 0.6, 2.4, 52.0
 13219.700,  250.400, 0.5, 1.9, 37.0
 14424.000, 1204.300, 0.4, 1.6, 43.0
 14977.800,  553.800, 0.4, 1.6, 43.0
 14151.500, -826.300, 0.6, 2.4, 52.0
 14378.600,  227.100, 0.5, 1.9, 37.0
 15561.700, 1183.100, 0.4, 1.6, 43.0
 16103.500,  541.800, 0.4, 1.6, 43.0
 15498.600, -604.900, 0.6, 2.4, 52.0
 15525.800,   27.200, 0.5, 1.9, 37.0
 16639.300, 1113.500, 0.4, 1.6, 43.0
 17211.200,  571.900, 0.4, 1.6, 43.0
 17783.100,  571.900, 0.4, 1.6, 43.0
 16790.800, -992.300, 0.6, 2.4, 52.0
 16893.600,  102.800, 0.5, 1.9, 37.0
 18337.000, 1443.400, 0.4, 1.6, 43.0
 18872.700,  535.700, 0.4, 1.6, 43.0
 17973.000, -899.700, 0.6, 2.4, 52.0
 18021.000,   48.000, 0.5, 1.9, 37.0
 19450.700, 1429.700, 0.4, 1.6, 43.0
 19998.500,  547.800, 0.4, 1.6, 43.0
 20564.400,  565.900, 0.4, 1.6, 43.0
 19320.100, -1244.300, 0.6, 2.4, 52.0
 19530.800,  210.700, 0.5, 1.9, 37.0
 21100.100, 1569.300, 0.4, 1.6, 43.0
 21648.000,  547.900, 0.4, 1.6, 43.0
 20612.300, -1035.700, 0.6, 2.4, 52.0
 20634.600,   22.300, 0.5, 1.9, 37.0
 22207.800, 1573.200, 0.4, 1.6, 43.0
 22761.700,  553.900, 0.4, 1.6, 43.0
 23309.500,  547.800, 0.4, 1.6, 43.0
 21849.500, -1460.000, 0.6, 2.4, 52.0
 22140.400,  290.900, 0.5, 1.9, 37.0
 23863.300, 1722.900, 0.4, 1.6, 43.0
 24399.100,  535.800, 0.4, 1.6, 43.0
 23141.700, -1257.400, 0.6, 2.4, 52.0
 23224.500,   82.800, 0.5, 1.9, 37.0
 24940.900, 1716.400, 0.4, 1.6, 43.0
 25476.700,  535.800, 0.4, 1.6, 43.0
 26030.500,  553.800, 0.4, 1.6, 43.0
 24406.300, -1624.200, 0.6, 2.4, 52.0
 24722.400,  316.100, 0.5, 1.9, 37.0
 26584.400, 1862.000, 0.4, 1.6, 43.0
 27144.200,  559.800, 0.4, 1.6, 43.0
 25616.000, -1528.200, 0.6, 2.4, 52.0
 25845.900,  229.900, 0.5, 1.9, 37.0
 27692.000, 1846.100, 0.4, 1.6, 43.0
 28227.800,  535.800, 0.4, 1.6, 43.0
 26825.700, -1402.100, 0.6, 2.4, 52.0
 26890.500,   64.800, 0.5, 1.9, 37.0
 28799.700, 1909.200, 0.4, 1.6, 43.0
 29365.600,  565.900, 0.4, 1.6, 43.0
 29901.400,  535.800, 0.4, 1.6, 43.0
 28035.400, -1866.000, 0.6, 2.4, 52.0
 28266.300,  230.900, 0.5, 1.9, 37.0
 30491.300, 2225.000, 0.4, 1.6, 43.0
 31081.300,  590.000, 0.4, 1.6, 43.0
 29382.600, -1698.700, 0.6, 2.4, 52.0
 29397.700,   15.100, 0.5, 1.9, 37.0
 31629.100, 2231.400, 0.4, 1.6, 43.0
 32201.000,  571.900, 0.4, 1.6, 43.0
 32736.800,  535.800, 0.4, 1.6, 43.0
 30674.700, -2062.100, 0.6, 2.4, 52.0
 30958.700,  284.000, 0.5, 1.9, 37.0
 33320.700, 2362.000, 0.4, 1.6, 43.0
 33898.700,  578.000, 0.4, 1.6, 43.0
 31884.400, -2014.300, 0.6, 2.4, 52.0
 32066.400,  182.000, 0.5, 1.9, 37.0
 34458.500, 2392.100, 0.4, 1.6, 43.0
 35048.500,  590.000, 0.4, 1.6, 43.0
 35596.300,  547.800, 0.4, 1.6, 43.0
 33231.600, -2364.700, 0.6, 2.4, 52.0
 33588.000,  356.400, 0.5, 1.9, 37.0
 36180.200, 2592.200, 0.4, 1.6, 43.0
 36716.000,  535.800, 0.4, 1.6, 43.0
 34468.800, -2247.200, 0.6, 2.4, 52.0
 34652.300,  183.500, 0.5, 1.9, 37.0
 37287.900, 2635.600, 0.4, 1.6, 43.0
 37829.700,  541.800, 0.4, 1.6, 43.0
