multiple,0.100000
RUNID,BUFFERTIME,COUNT,COLLECTTIME,BAND
TOA,Delta TOA,PW,power,angle
BUFFER 1, 1001.000000, 1024, 0, 1
    69.000,    0.000, 0.4, 1.7, 34.0
   127.000,   58.000, 0.3, 1.4, 3.0
   138.000,   11.000, 0.4, 1.7, 34.0
   207.000,   69.000, 0.4, 1.7, 34.0
   244.000,   37.000, 0.3, 1.4, 3.0
   276.000,   32.000, 0.4, 1.7, 34.0
   345.000,   69.000, 0.4, 1.7, 34.0
   361.000,   16.000, 0.3, 1.4, 3.0
   414.000,   53.000, 0.4, 1.7, 34.0
   478.000,   64.000, 0.3, 1.4, 3.0
   483.000,    5.000, 0.4, 1.7, 34.0
   552.000,   69.000, 0.4, 1.7, 34.0
   595.000,   43.000, 0.3, 1.4, 3.0
   621.000,   26.000, 0.4, 1.7, 34.0
   690.000,   69.000, 0.4, 1.7, 34.0
   712.000,   22.000, 0.3, 1.4, 3.0
   759.000,   47.000, 0.4, 1.7, 34.0
   828.000,   69.000, 0.4, 1.7, 34.0
   829.000,    1.000, 0.3, 1.4, 3.0
   897.000,   68.000, 0.4, 1.7, 34.0
   946.000,   49.000, 0.3, 1.4, 3.0
   966.000,   20.000, 0.4, 1.7, 34.0
  1035.000,   69.000, 0.4, 1.7, 34.0
  1063.000,   28.000, 0.3, 1.4, 3.0
  1104.000,   41.000, 0.4, 1.7, 34.0
  1173.000,   69.000, 0.4, 1.7, 34.0
  1180.000,    7.000, 0.3, 1.4, 3.0
  1242.000,   62.000, 0.4, 1.7, 34.0
  1252.000,   10.000, 0.3, 1.4, 3.0
  1311.000,   59.000, 0.4, 1.7, 34.0
  1324.000,   13.000, 0.3, 1.4, 3.0
  1380.000,   56.000, 0.4, 1.7, 34.0
  1396.000,   16.000, 0.3, 1.4, 3.0
  1449.000,   53.000, 0.4, 1.7, 34.0
  1468.000,   19.000, 0.3, 1.4, 3.0
  1518.000,   50.000, 0.4, 1.7, 34.0
  1540.000,   22.000, 0.3, 1.4, 3.0
  1587.000,   47.000, 0.4, 1.7, 34.0
  1612.000,   25.000, 0.3, 1.4, 3.0
  1656.000,   44.000, 0.4, 1.7, 34.0
  1684.000,   28.000, 0.3, 1.4, 3.0
  1725.000,   41.000, 0.4, 1.7, 34.0
  1756.000,   31.000, 0.3, 1.4, 3.0
  1794.000,   38.000, 0.4, 1.7, 34.0
  1828.000,   34.000, 0.3, 1.4, 3.0
  1863.000,   35.000, 0.4, 1.7, 34.0
  1900.000,   37.000, 0.3, 1.4, 3.0
  1932.000,   32.000, 0.4, 1.7, 34.0
  2001.000,   69.000, 0.4, 1.7, 34.0
  2044.000,   43.000, 0.3, 1.4, 3.0
  2070.000,   26.000, 0.4, 1.7, 34.0
  2188.000,  118.000, 0.3, 1.4, 3.0
  2231.000,   43.000, 0.4, 1.7, 34.0
  2332.000,  101.000, 0.3, 1.4, 3.0
  2392.000,   60.000, 0.4, 1.7, 34.0
  2476.000,   84.000, 0.3, 1.4, 3.0
  2553.000,   77.000, 0.4, 1.7, 34.0
  2620.000,   67.000, 0.3, 1.4, 3.0
  2714.000,   94.000, 0.4, 1.7, 34.0
  2764.000,   50.000, 0.3, 1.4, 3.0
  2875.000,  111.000, 0.4, 1.7, 34.0
  2908.000,   33.000, 0.3, 1.4, 3.0
  3036.000,  128.000, 0.4, 1.7, 34.0
  3052.000,   16.000, 0.3, 1.4, 3.0
  3197.000,  145.000, 0.4, 1.7, 34.0
  3358.000,  161.000, 0.4, 1.7, 34.0
  3519.000,  161.000, 0.4, 1.7, 34.0
  3680.000,  161.000, 0.4, 1.7, 34.0
  3841.000,  161.000, 0.4, 1.7, 34.0
  4002.000,  161.000, 0.4, 1.7, 34.0
  4163.000,  161.000, 0.4, 1.7, 34.0
  4324.000,  161.000, 0.4, 1.7, 34.0
  4485.000,  161.000, 0.4, 1.7, 34.0
  4646.000,  161.000, 0.4, 1.7, 34.0
  4807.000,  161.000, 0.4, 1.7, 34.0
  4968.000,  161.000, 0.4, 1.7, 34.0
  5129.000,  161.000, 0.4, 1.7, 34.0
  5290.000,  161.000, 0.4, 1.7, 34.0
  5451.000,  161.000, 0.4, 1.7, 34.0
  5612.000,  161.000, 0.4, 1.7, 34.0
  5773.000,  161.000, 0.4, 1.7, 34.0
  5934.000,  161.000, 0.4, 1.7, 34.0
  6095.000,  161.000, 0.4, 1.7, 34.0
  6256.000,  161.000, 0.4, 1.7, 34.0
  6417.000,  161.000, 0.4, 1.7, 34.0
  6578.000,  161.000, 0.4, 1.7, 34.0
  6739.000,  161.000, 0.4, 1.7, 34.0
  6900.000,  161.000, 0.4, 1.7, 34.0
  6946.000,   46.000, 0.4, 1.7, 34.0
  6992.000,   46.000, 0.4, 1.7, 34.0
  7038.000,   46.000, 0.4, 1.7, 34.0
  7084.000,   46.000, 0.4, 1.7, 34.0
  7120.000,   36.000, 0.3, 1.4, 3.0
  7130.000,   10.000, 0.4, 1.7, 34.0
  7176.000,   46.000, 0.4, 1.7, 34.0
  7222.000,   46.000, 0.4, 1.7, 34.0
  7268.000,   46.000, 0.4, 1.7, 34.0
  7314.000,   46.000, 0.4, 1.7, 34.0
  7360.000,   46.000, 0.4, 1.7, 34.0
  7406.000,   46.000, 0.4, 1.7, 34.0
  7435.000,   29.000, 0.3, 1.4, 3.0
  7452.000,   17.000, 0.4, 1.7, 34.0
  7498.000,   46.000, 0.4, 1.7, 34.0
  7544.000,   46.000, 0.4, 1.7, 34.0
  7590.000,   46.000, 0.4, 1.7, 34.0
  7636.000,   46.000, 0.4, 1.7, 34.0
  7682.000,   46.000, 0.4, 1.7, 34.0
  7728.000,   46.000, 0.4, 1.7, 34.0
  7750.000,   22.000, 0.3, 1.4, 3.0
  7774.000,   24.000, 0.4, 1.7, 34.0
  7820.000,   46.000, 0.4, 1.7, 34.0
  7866.000,   46.000, 0.4, 1.7, 34.0
  7912.000,   46.000, 0.4, 1.7, 34.0
  7958.000,   46.000, 0.4, 1.7, 34.0
  8004.000,   46.000, 0.4, 1.7, 34.0
  8050.000,   46.000, 0.4, 1.7, 34.0
  8065.000,   15.000, 0.3, 1.4, 3.0
  8096.000,   31.000, 0.4, 1.7, 34.0
  8142.000,   46.000, 0.4, 1.7, 34.0
  8188.000,   46.000, 0.4, 1.7, 34.0
  8234.000,   46.000, 0.4, 1.7, 34.0
  8280.000,   46.000, 0.4, 1.7, 34.0
  8380.000,  100.000, 0.3, 1.4, 3.0
  8602.000,  222.000, 0.4, 1.7, 34.0
  8695.000,   93.000, 0.3, 1.4, 3.0
  8924.000,  229.000, 0.4, 1.7, 34.0
  9010.000,   86.000, 0.3, 1.4, 3.0
  9246.000,  236.000, 0.4, 1.7, 34.0
  9568.000,  322.000, 0.4, 1.7, 34.0
  9890.000,  322.000, 0.4, 1.7, 34.0
