multiple,0.100000
RUNID,BUFFERTIME,COUNT,COLLECTTIME,BAND
TOA,Delta TOA,PW,power,angle
BUFFER 1, 1001.000000, 1024, 0, 1
    89.000,    0.000, 0.4, 1.7, 34.0
   320.000,  231.000, 0.6, 2.4, 5.0
   172.000, -148.000, 0.3, 1.4, 57.0
   227.000,   55.000, 0.4, 1.7, 34.0
   640.000,  413.000, 0.6, 2.4, 5.0
   960.000,  320.000, 0.6, 2.4, 5.0
   412.400, -547.600, 0.5, 1.9, 37.0
   434.000,   21.600, 0.4, 1.7, 34.0
   469.000,   35.000, 0.3, 1.4, 57.0
   503.000,   34.000, 0.4, 1.7, 34.0
  1280.000,  777.000, 0.6, 2.4, 5.0
  1600.000,  320.000, 0.6, 2.4, 5.0
  1920.000,  320.000, 0.6, 2.4, 5.0
   771.100, -1148.900, 0.5, 1.9, 37.0
   779.000,    7.900, 0.4, 1.7, 34.0
  2240.000, 1461.000, 0.6, 2.4, 5.0
  2560.000,  320.000, 0.6, 2.4, 5.0
   982.000, -1578.000, 0.3, 1.4, 57.0
   986.000,    4.000, 0.4, 1.7, 34.0
  2880.000, 1894.000, 0.6, 2.4, 5.0
  3200.000,  320.000, 0.6, 2.4, 5.0
  1173.200, -2026.800, 0.5, 1.9, 37.0
  1193.000,   19.800, 0.4, 1.7, 34.0
  3520.000, 2327.000, 0.6, 2.4, 5.0
  3840.000,  320.000, 0.6, 2.4, 5.0
  4160.000,  320.000, 0.6, 2.4, 5.0
  4480.000,  320.000, 0.6, 2.4, 5.0
  4800.000,  320.000, 0.6, 2.4, 5.0
  1579.300, -3220.700, 0.5, 1.9, 37.0
  1603.000,   23.700, 0.3, 1.4, 57.0
  1607.000,    4.000, 0.4, 1.7, 34.0
  5120.000, 3513.000, 0.6, 2.4, 5.0
  5440.000,  320.000, 0.6, 2.4, 5.0
  1765.000, -3675.000, 0.3, 1.4, 57.0
  1814.000,   49.000, 0.4, 1.7, 34.0
  5760.000, 3946.000, 0.6, 2.4, 5.0
  1914.300, -3845.700, 0.5, 1.9, 37.0
  1952.000,   37.700, 0.4, 1.7, 34.0
  6080.000, 4128.000, 0.6, 2.4, 5.0
  2062.000, -4018.000, 0.3, 1.4, 57.0
  2090.000,   28.000, 0.4, 1.7, 34.0
  6400.000, 4310.000, 0.6, 2.4, 5.0
  2320.400, -4079.600, 0.5, 1.9, 37.0
  2412.000,   91.600, 0.4, 1.7, 34.0
  6720.000, 4308.000, 0.6, 2.4, 5.0
  2575.000, -4145.000, 0.3, 1.4, 57.0
  2663.300,   88.300, 0.5, 1.9, 37.0
  2734.000,   70.700, 0.4, 1.7, 34.0
  7040.000, 4306.000, 0.6, 2.4, 5.0
  7360.000,  320.000, 0.6, 2.4, 5.0
  3057.500, -4302.500, 0.5, 1.9, 37.0
  3196.000,  138.500, 0.3, 1.4, 57.0
  3217.000,   21.000, 0.4, 1.7, 34.0
  3358.000,  141.000, 0.3, 1.4, 57.0
  3378.000,   20.000, 0.4, 1.7, 34.0
  3392.600,   14.600, 0.5, 1.9, 37.0
  3539.000,  146.400, 0.4, 1.7, 34.0
  3655.000,  116.000, 0.3, 1.4, 57.0
  3700.000,   45.000, 0.4, 1.7, 34.0
  3723.700,   23.700, 0.5, 1.9, 37.0
  3861.000,  137.300, 0.4, 1.7, 34.0
  7680.000, 3819.000, 0.6, 2.4, 5.0
  4078.500, -3601.500, 0.5, 1.9, 37.0
  4168.000,   89.500, 0.3, 1.4, 57.0
  4183.000,   15.000, 0.4, 1.7, 34.0
  8000.000, 3817.000, 0.6, 2.4, 5.0
  4437.200, -3562.800, 0.5, 1.9, 37.0
  4505.000,   67.800, 0.4, 1.7, 34.0
  8320.000, 3815.000, 0.6, 2.4, 5.0
  4789.000, -3531.000, 0.3, 1.4, 57.0
  4803.800,   14.800, 0.5, 1.9, 37.0
  4827.000,   23.200, 0.4, 1.7, 34.0
  4951.000,  124.000, 0.3, 1.4, 57.0
  4988.000,   37.000, 0.4, 1.7, 34.0
  8640.000, 3652.000, 0.6, 2.4, 5.0
  5198.000, -3442.000, 0.5, 1.9, 37.0
  5248.000,   50.000, 0.3, 1.4, 57.0
  5310.000,   62.000, 0.4, 1.7, 34.0
  8960.000, 3650.000, 0.6, 2.4, 5.0
  5529.100, -3430.900, 0.5, 1.9, 37.0
  5632.000,  102.900, 0.4, 1.7, 34.0
  5761.000,  129.000, 0.3, 1.4, 57.0
  5793.000,   32.000, 0.4, 1.7, 34.0
  5887.900,   94.900, 0.5, 1.9, 37.0
  5954.000,   66.100, 0.4, 1.7, 34.0
  9280.000, 3326.000, 0.6, 2.4, 5.0
  6230.800, -3049.200, 0.5, 1.9, 37.0
  6276.000,   45.200, 0.4, 1.7, 34.0
  6382.000,  106.000, 0.3, 1.4, 57.0
  6437.000,   55.000, 0.4, 1.7, 34.0
  6544.000,  107.000, 0.3, 1.4, 57.0
  6593.500,   49.500, 0.5, 1.9, 37.0
  6598.000,    4.500, 0.4, 1.7, 34.0
  9600.000, 3002.000, 0.6, 2.4, 5.0
  6841.000, -2759.000, 0.3, 1.4, 57.0
  6920.000,   79.000, 0.4, 1.7, 34.0
  6944.300,   24.300, 0.5, 1.9, 37.0
  6966.000,   21.700, 0.4, 1.7, 34.0
  9920.000, 2954.000, 0.6, 2.4, 5.0
 10240.000,  320.000, 0.6, 2.4, 5.0
 10560.000,  320.000, 0.6, 2.4, 5.0
 10880.000,  320.000, 0.6, 2.4, 5.0
 11200.000,  320.000, 0.6, 2.4, 5.0
 11520.000,  320.000, 0.6, 2.4, 5.0
 11840.000,  320.000, 0.6, 2.4, 5.0
  7314.900, -4525.100, 0.5, 1.9, 37.0
  7334.000,   19.100, 0.4, 1.7, 34.0
  7354.000,   20.000, 0.3, 1.4, 57.0
  7380.000,   26.000, 0.4, 1.7, 34.0
 12160.000, 4780.000, 0.6, 2.4, 5.0
 12480.000,  320.000, 0.6, 2.4, 5.0
 12800.000,  320.000, 0.6, 2.4, 5.0
 13120.000,  320.000, 0.6, 2.4, 5.0
 13440.000,  320.000, 0.6, 2.4, 5.0
 13760.000,  320.000, 0.6, 2.4, 5.0
 14080.000,  320.000, 0.6, 2.4, 5.0
  7705.100, -6374.900, 0.5, 1.9, 37.0
  7748.000,   42.900, 0.4, 1.7, 34.0
 14400.000, 6652.000, 0.6, 2.4, 5.0
 14720.000,  320.000, 0.6, 2.4, 5.0
 15040.000,  320.000, 0.6, 2.4, 5.0
 15360.000,  320.000, 0.6, 2.4, 5.0
  7975.000, -7385.000, 0.3, 1.4, 57.0
  7978.000,    3.000, 0.4, 1.7, 34.0
 15680.000, 7702.000, 0.6, 2.4, 5.0
  8048.100, -7631.900, 0.5, 1.9, 37.0
  8070.000,   21.900, 0.4, 1.7, 34.0
 16000.000, 7930.000, 0.6, 2.4, 5.0
