multiple,0.100000
RUNID,BUFFERTIME,COUNT,COLLECTTIME,BAND
TOA,Delta TOA,PW,power,angle
BUFFER 1, 1001.000000, 1024, 0, 1
    69.000,    0.000, 0.4, 1.7, 34.0
   127.000,   58.000, 0.3, 1.4, 3.0
   138.000,   11.000, 0.4, 1.7, 34.0
   207.000,   69.000, 0.4, 1.7, 34.0
   244.000,   37.000, 0.3, 1.4, 3.0
   276.000,   32.000, 0.4, 1.7, 34.0
   345.000,   69.000, 0.4, 1.7, 34.0
   361.000,   16.000, 0.3, 1.4, 3.0
   412.400,   51.400, 0.5, 1.9, 37.0
   414.000,    1.600, 0.4, 1.7, 34.0
   478.000,   64.000, 0.3, 1.4, 3.0
   483.000,    5.000, 0.4, 1.7, 34.0
   552.000,   69.000, 0.4, 1.7, 34.0
   573.900,   21.900, 0.4, 1.6, 43.0
   595.000,   21.100, 0.3, 1.4, 3.0
   621.000,   26.000, 0.4, 1.7, 34.0
   690.000,   69.000, 0.4, 1.7, 34.0
   712.000,   22.000, 0.3, 1.4, 3.0
   759.000,   47.000, 0.4, 1.7, 34.0
   771.100,   12.100, 0.5, 1.9, 37.0
   828.000,   56.900, 0.4, 1.7, 34.0
   829.000,    1.000, 0.3, 1.4, 3.0
   897.000,   68.000, 0.4, 1.7, 34.0
   946.000,   49.000, 0.3, 1.4, 3.0
   966.000,   20.000, 0.4, 1.7, 34.0
  1035.000,   69.000, 0.4, 1.7, 34.0
  1063.000,   28.000, 0.3, 1.4, 3.0
  1104.000,   41.000, 0.4, 1.7, 34.0
  1115.700,   11.700, 0.4, 1.6, 43.0
  1173.000,   57.300, 0.4, 1.7, 34.0
  1180.000,    7.000, 0.3, 1.4, 3.0
  1242.000,   62.000, 0.4, 1.7, 34.0
  1252.000,   10.000, 0.3, 1.4, 3.0
  1311.000,   59.000, 0.4, 1.7, 34.0
  1324.000,   13.000, 0.3, 1.4, 3.0
  1380.000,   56.000, 0.4, 1.7, 34.0
  1396.000,   16.000, 0.3, 1.4, 3.0
  1414.700,   18.700, 0.6, 2.4, 52.0
  1449.000,   34.300, 0.4, 1.7, 34.0
  1468.000,   19.000, 0.3, 1.4, 3.0
  1518.000,   50.000, 0.4, 1.7, 34.0
  1540.000,   22.000, 0.3, 1.4, 3.0
  1579.300,   39.300, 0.5, 1.9, 37.0
  1587.000,    7.700, 0.4, 1.7, 34.0
  1612.000,   25.000, 0.3, 1.4, 3.0
  1656.000,   44.000, 0.4, 1.7, 34.0
  1684.000,   28.000, 0.3, 1.4, 3.0
  1687.600,    3.600, 0.4, 1.6, 43.0
  1725.000,   37.400, 0.4, 1.7, 34.0
  1756.000,   31.000, 0.3, 1.4, 3.0
  1794.000,   38.000, 0.4, 1.7, 34.0
  1828.000,   34.000, 0.3, 1.4, 3.0
  1863.000,   35.000, 0.4, 1.7, 34.0
  1900.000,   37.000, 0.3, 1.4, 3.0
  1914.300,   14.300, 0.5, 1.9, 37.0
  1932.000,   17.700, 0.4, 1.7, 34.0
  2001.000,   69.000, 0.4, 1.7, 34.0
  2044.000,   43.000, 0.3, 1.4, 3.0
  2070.000,   26.000, 0.4, 1.7, 34.0
  2188.000,  118.000, 0.3, 1.4, 3.0
  2229.400,   41.400, 0.4, 1.6, 43.0
  2231.000,    1.600, 0.4, 1.7, 34.0
  2320.400,   89.400, 0.5, 1.9, 37.0
  2332.000,   11.600, 0.3, 1.4, 3.0
  2392.000,   60.000, 0.4, 1.7, 34.0
  2476.000,   84.000, 0.3, 1.4, 3.0
  2553.000,   77.000, 0.4, 1.7, 34.0
  2620.000,   67.000, 0.3, 1.4, 3.0
  2663.300,   43.300, 0.5, 1.9, 37.0
  2714.000,   50.700, 0.4, 1.7, 34.0
  2734.400,   20.400, 0.6, 2.4, 52.0
  2764.000,   29.600, 0.3, 1.4, 3.0
  2783.200,   19.200, 0.4, 1.6, 43.0
  2875.000,   91.800, 0.4, 1.7, 34.0
  2908.000,   33.000, 0.3, 1.4, 3.0
  3036.000,  128.000, 0.4, 1.7, 34.0
  3052.000,   16.000, 0.3, 1.4, 3.0
  3057.500,    5.500, 0.5, 1.9, 37.0
  3196.000,  138.500, 0.3, 1.4, 3.0
  3197.000,    1.000, 0.4, 1.7, 34.0
  3331.000,  134.000, 0.4, 1.6, 43.0
  3340.000,    9.000, 0.3, 1.4, 3.0
  3358.000,   18.000, 0.4, 1.7, 34.0
  3385.000,   27.000, 0.3, 1.4, 3.0
  3392.600,    7.600, 0.5, 1.9, 37.0
  3430.000,   37.400, 0.3, 1.4, 3.0
  3519.000,   89.000, 0.4, 1.7, 34.0
  3680.000,  161.000, 0.4, 1.7, 34.0
  3841.000,  161.000, 0.4, 1.7, 34.0
  4002.000,  161.000, 0.4, 1.7, 34.0
  4163.000,  161.000, 0.4, 1.7, 34.0
  4324.000,  161.000, 0.4, 1.7, 34.0
  3723.700, -600.300, 0.5, 1.9, 37.0
  3745.000,   21.300, 0.3, 1.4, 3.0
  4485.000,  740.000, 0.4, 1.7, 34.0
  3890.900, -594.100, 0.4, 1.6, 43.0
  3944.100,   53.200, 0.6, 2.4, 52.0
  3997.000,   52.900, 0.3, 1.4, 3.0
  4078.500,   81.500, 0.5, 1.9, 37.0
  4204.000,  125.500, 0.3, 1.4, 3.0
  4646.000,  442.000, 0.4, 1.7, 34.0
  4437.200, -208.800, 0.5, 1.9, 37.0
  4456.800,   19.600, 0.4, 1.6, 43.0
  4618.000,  161.200, 0.3, 1.4, 3.0
  4803.800,  185.800, 0.5, 1.9, 37.0
  4807.000,    3.200, 0.4, 1.7, 34.0
  4825.000,   18.000, 0.3, 1.4, 3.0
  4968.000,  143.000, 0.4, 1.7, 34.0
  4998.600,   30.600, 0.4, 1.6, 43.0
  5032.000,   33.400, 0.3, 1.4, 3.0
  5129.000,   97.000, 0.4, 1.7, 34.0
  5198.000,   69.000, 0.5, 1.9, 37.0
  5239.000,   41.000, 0.3, 1.4, 3.0
  5290.000,   51.000, 0.4, 1.7, 34.0
  5318.700,   28.700, 0.6, 2.4, 52.0
  5446.000,  127.300, 0.3, 1.4, 3.0
  5451.000,    5.000, 0.4, 1.7, 34.0
  5529.100,   78.100, 0.5, 1.9, 37.0
  5558.400,   29.300, 0.4, 1.6, 43.0
  5612.000,   53.600, 0.4, 1.7, 34.0
  5653.000,   41.000, 0.3, 1.4, 3.0
  5773.000,  120.000, 0.4, 1.7, 34.0
  5860.000,   87.000, 0.3, 1.4, 3.0
  5887.900,   27.900, 0.5, 1.9, 37.0
  5934.000,   46.100, 0.4, 1.7, 34.0
  6095.000,  161.000, 0.4, 1.7, 34.0
  6142.400,   47.400, 0.4, 1.6, 43.0
  6175.000,   32.600, 0.3, 1.4, 3.0
  6230.800,   55.800, 0.5, 1.9, 37.0
  6256.000,   25.200, 0.4, 1.7, 34.0
  6417.000,  161.000, 0.4, 1.7, 34.0
