multiple,0.100000
RUNID,BUFFERTIME,COUNT,COLLECTTIME,BAND
TOA,Delta TOA,PW,power,angle
BUFFER 1, 1001.000000, 1024, 0, 1
   553.900,    0.000, 0.4, 1.6, 43.0
  1095.700,  541.800, 0.4, 1.6, 43.0
  1667.600,  571.900, 0.4, 1.6, 43.0
  2209.400,  541.800, 0.4, 1.6, 43.0
  2763.200,  553.800, 0.4, 1.6, 43.0
  3311.000,  547.800, 0.4, 1.6, 43.0
  3870.900,  559.900, 0.4, 1.6, 43.0
  4436.800,  565.900, 0.4, 1.6, 43.0
  4978.600,  541.800, 0.4, 1.6, 43.0
  5538.400,  559.800, 0.4, 1.6, 43.0
  6122.400,  584.000, 0.4, 1.6, 43.0
  6682.200,  559.800, 0.4, 1.6, 43.0
  7236.100,  553.900, 0.4, 1.6, 43.0
  7820.000,  583.900, 0.4, 1.6, 43.0
  8373.900,  553.900, 0.4, 1.6, 43.0
  8927.700,  553.800, 0.4, 1.6, 43.0
  9499.600,  571.900, 0.4, 1.6, 43.0
 10059.500,  559.900, 0.4, 1.6, 43.0
 10607.300,  547.800, 0.4, 1.6, 43.0
 11155.100,  547.800, 0.4, 1.6, 43.0
 11690.900,  535.800, 0.4, 1.6, 43.0
 12244.700,  553.800, 0.4, 1.6, 43.0
 12780.500,  535.800, 0.4, 1.6, 43.0
 13340.400,  559.900, 0.4, 1.6, 43.0
 13888.200,  547.800, 0.4, 1.6, 43.0
 14424.000,  535.800, 0.4, 1.6, 43.0
 14977.800,  553.800, 0.4, 1.6, 43.0
 15561.700,  583.900, 0.4, 1.6, 43.0
 16103.500,  541.800, 0.4, 1.6, 43.0
 16639.300,  535.800, 0.4, 1.6, 43.0
 17211.200,  571.900, 0.4, 1.6, 43.0
 17783.100,  571.900, 0.4, 1.6, 43.0
 18337.000,  553.900, 0.4, 1.6, 43.0
 18872.700,  535.700, 0.4, 1.6, 43.0
 19450.700,  578.000, 0.4, 1.6, 43.0
 19998.500,  547.800, 0.4, 1.6, 43.0
 20564.400,  565.900, 0.4, 1.6, 43.0
 21100.100,  535.700, 0.4, 1.6, 43.0
 21648.000,  547.900, 0.4, 1.6, 43.0
 22207.800,  559.800, 0.4, 1.6, 43.0
 22761.700,  553.900, 0.4, 1.6, 43.0
 23309.500,  547.800, 0.4, 1.6, 43.0
 23863.300,  553.800, 0.4, 1.6, 43.0
 24399.100,  535.800, 0.4, 1.6, 43.0
 24940.900,  541.800, 0.4, 1.6, 43.0
 25476.700,  535.800, 0.4, 1.6, 43.0
 26030.500,  553.800, 0.4, 1.6, 43.0
 26584.400,  553.900, 0.4, 1.6, 43.0
 27144.200,  559.800, 0.4, 1.6, 43.0
 27692.000,  547.800, 0.4, 1.6, 43.0
 28227.800,  535.800, 0.4, 1.6, 43.0
 28799.700,  571.900, 0.4, 1.6, 43.0
 29365.600,  565.900, 0.4, 1.6, 43.0
 29901.400,  535.800, 0.4, 1.6, 43.0
 30491.300,  589.900, 0.4, 1.6, 43.0
 31081.300,  590.000, 0.4, 1.6, 43.0
 31629.100,  547.800, 0.4, 1.6, 43.0
 32201.000,  571.900, 0.4, 1.6, 43.0
 32736.800,  535.800, 0.4, 1.6, 43.0
 33320.700,  583.900, 0.4, 1.6, 43.0
 33898.700,  578.000, 0.4, 1.6, 43.0
 34458.500,  559.800, 0.4, 1.6, 43.0
 35048.500,  590.000, 0.4, 1.6, 43.0
 35596.300,  547.800, 0.4, 1.6, 43.0
 36180.200,  583.900, 0.4, 1.6, 43.0
 36716.000,  535.800, 0.4, 1.6, 43.0
 37287.900,  571.900, 0.4, 1.6, 43.0
 37829.700,  541.800, 0.4, 1.6, 43.0
 38413.700,  584.000, 0.4, 1.6, 43.0
 38949.400,  535.700, 0.4, 1.6, 43.0
 39515.300,  565.900, 0.4, 1.6, 43.0
 40093.200,  577.900, 0.4, 1.6, 43.0
 40677.200,  584.000, 0.4, 1.6, 43.0
 41237.000,  559.800, 0.4, 1.6, 43.0
 41821.000,  584.000, 0.4, 1.6, 43.0
 42374.800,  553.800, 0.4, 1.6, 43.0
 42910.600,  535.800, 0.4, 1.6, 43.0
 43458.400,  547.800, 0.4, 1.6, 43.0
 44030.300,  571.900, 0.4, 1.6, 43.0
 44602.200,  571.900, 0.4, 1.6, 43.0
 45144.000,  541.800, 0.4, 1.6, 43.0
 45715.900,  571.900, 0.4, 1.6, 43.0
 46275.800,  559.900, 0.4, 1.6, 43.0
 46829.600,  553.800, 0.4, 1.6, 43.0
 47413.600,  584.000, 0.4, 1.6, 43.0
 47967.400,  553.800, 0.4, 1.6, 43.0
 48509.200,  541.800, 0.4, 1.6, 43.0
 49099.200,  590.000, 0.4, 1.6, 43.0
 49671.100,  571.900, 0.4, 1.6, 43.0
 50206.800,  535.700, 0.4, 1.6, 43.0
 50742.600,  535.800, 0.4, 1.6, 43.0
 51332.600,  590.000, 0.4, 1.6, 43.0
 51892.400,  559.800, 0.4, 1.6, 43.0
 52458.300,  565.900, 0.4, 1.6, 43.0
 53036.200,  577.900, 0.4, 1.6, 43.0
 53572.000,  535.800, 0.4, 1.6, 43.0
 54149.900,  577.900, 0.4, 1.6, 43.0
 54703.800,  553.900, 0.4, 1.6, 43.0
 55293.700,  589.900, 0.4, 1.6, 43.0
 55859.600,  565.900, 0.4, 1.6, 43.0
 56413.500,  553.900, 0.4, 1.6, 43.0
 56955.300,  541.800, 0.4, 1.6, 43.0
 57491.000,  535.700, 0.4, 1.6, 43.0
 58032.800,  541.800, 0.4, 1.6, 43.0
 58568.600,  535.800, 0.4, 1.6, 43.0
 59110.400,  541.800, 0.4, 1.6, 43.0
 59676.300,  565.900, 0.4, 1.6, 43.0
 60248.200,  571.900, 0.4, 1.6, 43.0
 60826.100,  577.900, 0.4, 1.6, 43.0
 61373.900,  547.800, 0.4, 1.6, 43.0
 61933.800,  559.900, 0.4, 1.6, 43.0
 62499.700,  565.900, 0.4, 1.6, 43.0
 63041.500,  541.800, 0.4, 1.6, 43.0
 63601.300,  559.800, 0.4, 1.6, 43.0
 64173.200,  571.900, 0.4, 1.6, 43.0
 64709.000,  535.800, 0.4, 1.6, 43.0
 65299.000,  590.000, 0.4, 1.6, 43.0
 65846.800,  547.800, 0.4, 1.6, 43.0
 66430.700,  583.900, 0.4, 1.6, 43.0
 66984.600,  553.900, 0.4, 1.6, 43.0
 67544.400,  559.800, 0.4, 1.6, 43.0
 68086.200,  541.800, 0.4, 1.6, 43.0
 68652.100,  565.900, 0.4, 1.6, 43.0
 69230.000,  577.900, 0.4, 1.6, 43.0
 69820.000,  590.000, 0.4, 1.6, 43.0
 70385.900,  565.900, 0.4, 1.6, 43.0
 70975.800,  589.900, 0.4, 1.6, 43.0
 71511.600,  535.800, 0.4, 1.6, 43.0
 72071.500,  559.900, 0.4, 1.6, 43.0
 72643.400,  571.900, 0.4, 1.6, 43.0
