multiple,0.100000
RUNID,BUFFERTIME,COUNT,COLLECTTIME,BAND
TOA,Delta TOA,PW,power,angle
BUFFER 1, 1001.000000, 1024, 0, 1
   240.000,    0.000, 0.6, 2.3, 46.0
   320.000,   80.000, 0.6, 2.4, 5.0
   640.000,  320.000, 0.6, 2.4, 5.0
   930.000,  290.000, 0.6, 2.3, 46.0
   960.000,   30.000, 0.6, 2.4, 5.0
  1160.000,  200.000, 0.6, 2.3, 46.0
  1280.000,  120.000, 0.6, 2.4, 5.0
  1600.000,  320.000, 0.6, 2.4, 5.0
  1850.000,  250.000, 0.6, 2.3, 46.0
  1920.000,   70.000, 0.6, 2.4, 5.0
  2080.000,  160.000, 0.6, 2.3, 46.0
  2240.000,  160.000, 0.6, 2.4, 5.0
  2560.000,  320.000, 0.6, 2.4, 5.0
  2770.000,  210.000, 0.6, 2.3, 46.0
  2880.000,  110.000, 0.6, 2.4, 5.0
  3000.000,  120.000, 0.6, 2.3, 46.0
  3200.000,  200.000, 0.6, 2.4, 5.0
  3520.000,  320.000, 0.6, 2.4, 5.0
  3690.000,  170.000, 0.6, 2.3, 46.0
  3840.000,  150.000, 0.6, 2.4, 5.0
  3920.000,   80.000, 0.6, 2.3, 46.0
  4160.000,  240.000, 0.6, 2.4, 5.0
  4480.000,  320.000, 0.6, 2.4, 5.0
  4610.000,  130.000, 0.6, 2.3, 46.0
  4800.000,  190.000, 0.6, 2.4, 5.0
  4840.000,   40.000, 0.6, 2.3, 46.0
  5120.000,  280.000, 0.6, 2.4, 5.0
  5440.000,  320.000, 0.6, 2.4, 5.0
  5530.000,   90.000, 0.6, 2.3, 46.0
  5760.000,  230.000, 0.6, 2.4, 5.0
  6080.000,  320.000, 0.6, 2.4, 5.0
  6400.000,  320.000, 0.6, 2.4, 5.0
  6450.000,   50.000, 0.6, 2.3, 46.0
  6720.000,  270.000, 0.6, 2.4, 5.0
  7040.000,  320.000, 0.6, 2.4, 5.0
  7360.000,  320.000, 0.6, 2.4, 5.0
  7370.000,   10.000, 0.6, 2.3, 46.0
  7680.000,  310.000, 0.6, 2.4, 5.0
  8000.000,  320.000, 0.6, 2.4, 5.0
  8290.000,  290.000, 0.6, 2.3, 46.0
  8320.000,   30.000, 0.6, 2.4, 5.0
  8520.000,  200.000, 0.6, 2.3, 46.0
  8640.000,  120.000, 0.6, 2.4, 5.0
  8960.000,  320.000, 0.6, 2.4, 5.0
  9210.000,  250.000, 0.6, 2.3, 46.0
  9280.000,   70.000, 0.6, 2.4, 5.0
  9440.000,  160.000, 0.6, 2.3, 46.0
  9600.000,  160.000, 0.6, 2.4, 5.0
  9920.000,  320.000, 0.6, 2.4, 5.0
 10130.000,  210.000, 0.6, 2.3, 46.0
 10240.000,  110.000, 0.6, 2.4, 5.0
 10360.000,  120.000, 0.6, 2.3, 46.0
 10560.000,  200.000, 0.6, 2.4, 5.0
 10880.000,  320.000, 0.6, 2.4, 5.0
 11050.000,  170.000, 0.6, 2.3, 46.0
 11200.000,  150.000, 0.6, 2.4, 5.0
 11280.000,   80.000, 0.6, 2.3, 46.0
 11520.000,  240.000, 0.6, 2.4, 5.0
 11840.000,  320.000, 0.6, 2.4, 5.0
 11970.000,  130.000, 0.6, 2.3, 46.0
 12160.000,  190.000, 0.6, 2.4, 5.0
 12200.000,   40.000, 0.6, 2.3, 46.0
 12480.000,  280.000, 0.6, 2.4, 5.0
 12800.000,  320.000, 0.6, 2.4, 5.0
 12890.000,   90.000, 0.6, 2.3, 46.0
 13120.000,  230.000, 0.6, 2.4, 5.0
 13440.000,  320.000, 0.6, 2.4, 5.0
 13760.000,  320.000, 0.6, 2.4, 5.0
 13810.000,   50.000, 0.6, 2.3, 46.0
 14080.000,  270.000, 0.6, 2.4, 5.0
 14400.000,  320.000, 0.6, 2.4, 5.0
 14720.000,  320.000, 0.6, 2.4, 5.0
 14730.000,   10.000, 0.6, 2.3, 46.0
 15040.000,  310.000, 0.6, 2.4, 5.0
 15360.000,  320.000, 0.6, 2.4, 5.0
 15650.000,  290.000, 0.6, 2.3, 46.0
 15680.000,   30.000, 0.6, 2.4, 5.0
 15880.000,  200.000, 0.6, 2.3, 46.0
 16000.000,  120.000, 0.6, 2.4, 5.0
 16320.000,  320.000, 0.6, 2.4, 5.0
 16570.000,  250.000, 0.6, 2.3, 46.0
 16640.000,   70.000, 0.6, 2.4, 5.0
 16800.000,  160.000, 0.6, 2.3, 46.0
 16960.000,  160.000, 0.6, 2.4, 5.0
 17280.000,  320.000, 0.6, 2.4, 5.0
 17490.000,  210.000, 0.6, 2.3, 46.0
 17600.000,  110.000, 0.6, 2.4, 5.0
 17720.000,  120.000, 0.6, 2.3, 46.0
 17920.000,  200.000, 0.6, 2.4, 5.0
 18240.000,  320.000, 0.6, 2.4, 5.0
 18410.000,  170.000, 0.6, 2.3, 46.0
 18560.000,  150.000, 0.6, 2.4, 5.0
 18640.000,   80.000, 0.6, 2.3, 46.0
 18880.000,  240.000, 0.6, 2.4, 5.0
 19200.000,  320.000, 0.6, 2.4, 5.0
 19330.000,  130.000, 0.6, 2.3, 46.0
 19520.000,  190.000, 0.6, 2.4, 5.0
 19560.000,   40.000, 0.6, 2.3, 46.0
 19840.000,  280.000, 0.6, 2.4, 5.0
 20160.000,  320.000, 0.6, 2.4, 5.0
 20250.000,   90.000, 0.6, 2.3, 46.0
 20480.000,  230.000, 0.6, 2.4, 5.0
 20800.000,  320.000, 0.6, 2.4, 5.0
 21120.000,  320.000, 0.6, 2.4, 5.0
 21170.000,   50.000, 0.6, 2.3, 46.0
 21440.000,  270.000, 0.6, 2.4, 5.0
 21760.000,  320.000, 0.6, 2.4, 5.0
 22080.000,  320.000, 0.6, 2.4, 5.0
 22090.000,   10.000, 0.6, 2.3, 46.0
 22400.000,  310.000, 0.6, 2.4, 5.0
 22720.000,  320.000, 0.6, 2.4, 5.0
 23010.000,  290.000, 0.6, 2.3, 46.0
 23040.000,   30.000, 0.6, 2.4, 5.0
 23240.000,  200.000, 0.6, 2.3, 46.0
 23360.000,  120.000, 0.6, 2.4, 5.0
 23680.000,  320.000, 0.6, 2.4, 5.0
 23930.000,  250.000, 0.6, 2.3, 46.0
 24000.000,   70.000, 0.6, 2.4, 5.0
 24160.000,  160.000, 0.6, 2.3, 46.0
 24320.000,  160.000, 0.6, 2.4, 5.0
 24640.000,  320.000, 0.6, 2.4, 5.0
 24850.000,  210.000, 0.6, 2.3, 46.0
 24960.000,  110.000, 0.6, 2.4, 5.0
 25080.000,  120.000, 0.6, 2.3, 46.0
 25280.000,  200.000, 0.6, 2.4, 5.0
 25600.000,  320.000, 0.6, 2.4, 5.0
 25770.000,  170.000, 0.6, 2.3, 46.0
 25920.000,  150.000, 0.6, 2.4, 5.0
 26000.000,   80.000, 0.6, 2.3, 46.0
 26240.000,  240.000, 0.6, 2.4, 5.0
