multiple,0.100000
RUNID,BUFFERTIME,COUNT,COLLECTTIME,BAND
TOA,Delta TOA,PW,power,angle
BUFFER 1, 1001.000000, 1024, 0, 1
  1374.700,    0.000, 0.6, 2.4, 52.0
  2694.400, 1319.700, 0.6, 2.4, 52.0
  3904.100, 1209.700, 0.6, 2.4, 52.0
  5278.700, 1374.600, 0.6, 2.4, 52.0
  6653.400, 1374.700, 0.6, 2.4, 52.0
  7945.500, 1292.100, 0.6, 2.4, 52.0
  9210.200, 1264.700, 0.6, 2.4, 52.0
 10392.400, 1182.200, 0.6, 2.4, 52.0
 11629.600, 1237.200, 0.6, 2.4, 52.0
 12949.300, 1319.700, 0.6, 2.4, 52.0
 14131.500, 1182.200, 0.6, 2.4, 52.0
 15478.600, 1347.100, 0.6, 2.4, 52.0
 16770.800, 1292.200, 0.6, 2.4, 52.0
 17953.000, 1182.200, 0.6, 2.4, 52.0
 19300.100, 1347.100, 0.6, 2.4, 52.0
 20592.300, 1292.200, 0.6, 2.4, 52.0
 21829.500, 1237.200, 0.6, 2.4, 52.0
 23121.700, 1292.200, 0.6, 2.4, 52.0
 24386.300, 1264.600, 0.6, 2.4, 52.0
 25596.000, 1209.700, 0.6, 2.4, 52.0
 26805.700, 1209.700, 0.6, 2.4, 52.0
 28015.400, 1209.700, 0.6, 2.4, 52.0
 29362.600, 1347.200, 0.6, 2.4, 52.0
 30654.700, 1292.100, 0.6, 2.4, 52.0
 31864.400, 1209.700, 0.6, 2.4, 52.0
 33211.600, 1347.200, 0.6, 2.4, 52.0
 34448.800, 1237.200, 0.6, 2.4, 52.0
 35658.500, 1209.700, 0.6, 2.4, 52.0
 36923.100, 1264.600, 0.6, 2.4, 52.0
 38215.300, 1292.200, 0.6, 2.4, 52.0
 39480.000, 1264.700, 0.6, 2.4, 52.0
 40717.200, 1237.200, 0.6, 2.4, 52.0
 41926.900, 1209.700, 0.6, 2.4, 52.0
 43191.600, 1264.700, 0.6, 2.4, 52.0
 44456.200, 1264.600, 0.6, 2.4, 52.0
 45693.400, 1237.200, 0.6, 2.4, 52.0
 47040.600, 1347.200, 0.6, 2.4, 52.0
 48332.700, 1292.100, 0.6, 2.4, 52.0
 49707.400, 1374.700, 0.6, 2.4, 52.0
 51054.600, 1347.200, 0.6, 2.4, 52.0
 52401.700, 1347.100, 0.6, 2.4, 52.0
 53748.900, 1347.200, 0.6, 2.4, 52.0
 55096.000, 1347.100, 0.6, 2.4, 52.0
 56415.700, 1319.700, 0.6, 2.4, 52.0
 57762.800, 1347.100, 0.6, 2.4, 52.0
 59082.500, 1319.700, 0.6, 2.4, 52.0
 60319.700, 1237.200, 0.6, 2.4, 52.0
 61556.900, 1237.200, 0.6, 2.4, 52.0
 62931.500, 1374.600, 0.6, 2.4, 52.0
 64113.700, 1182.200, 0.6, 2.4, 52.0
 65350.900, 1237.200, 0.6, 2.4, 52.0
 66725.600, 1374.700, 0.6, 2.4, 52.0
 68100.200, 1374.600, 0.6, 2.4, 52.0
 69309.900, 1209.700, 0.6, 2.4, 52.0
 70657.100, 1347.200, 0.6, 2.4, 52.0
 71921.700, 1264.600, 0.6, 2.4, 52.0
 73131.400, 1209.700, 0.6, 2.4, 52.0
 74396.100, 1264.700, 0.6, 2.4, 52.0
 75715.800, 1319.700, 0.6, 2.4, 52.0
 77090.400, 1374.600, 0.6, 2.4, 52.0
 78437.600, 1347.200, 0.6, 2.4, 52.0
 79812.200, 1374.600, 0.6, 2.4, 52.0
 81104.400, 1292.200, 0.6, 2.4, 52.0
 82451.600, 1347.200, 0.6, 2.4, 52.0
 83743.700, 1292.100, 0.6, 2.4, 52.0
 85118.400, 1374.700, 0.6, 2.4, 52.0
 86300.600, 1182.200, 0.6, 2.4, 52.0
 87592.700, 1292.100, 0.6, 2.4, 52.0
 88939.900, 1347.200, 0.6, 2.4, 52.0
 90314.600, 1374.700, 0.6, 2.4, 52.0
 91661.700, 1347.100, 0.6, 2.4, 52.0
 92871.400, 1209.700, 0.6, 2.4, 52.0
 94163.600, 1292.200, 0.6, 2.4, 52.0
 95373.300, 1209.700, 0.6, 2.4, 52.0
 96555.500, 1182.200, 0.6, 2.4, 52.0
 97875.100, 1319.600, 0.6, 2.4, 52.0
 99167.300, 1292.200, 0.6, 2.4, 52.0
100349.500, 1182.200, 0.6, 2.4, 52.0
101614.200, 1264.700, 0.6, 2.4, 52.0
102961.300, 1347.100, 0.6, 2.4, 52.0
104171.000, 1209.700, 0.6, 2.4, 52.0
105545.700, 1374.700, 0.6, 2.4, 52.0
106920.300, 1374.600, 0.6, 2.4, 52.0
108295.000, 1374.700, 0.6, 2.4, 52.0
109559.700, 1264.700, 0.6, 2.4, 52.0
110796.800, 1237.100, 0.6, 2.4, 52.0
112171.500, 1374.700, 0.6, 2.4, 52.0
113463.700, 1292.200, 0.6, 2.4, 52.0
114838.300, 1374.600, 0.6, 2.4, 52.0
116158.000, 1319.700, 0.6, 2.4, 52.0
117367.700, 1209.700, 0.6, 2.4, 52.0
118632.300, 1264.600, 0.6, 2.4, 52.0
119842.000, 1209.700, 0.6, 2.4, 52.0
121134.200, 1292.200, 0.6, 2.4, 52.0
122316.400, 1182.200, 0.6, 2.4, 52.0
123636.100, 1319.700, 0.6, 2.4, 52.0
125010.700, 1374.600, 0.6, 2.4, 52.0
126275.400, 1264.700, 0.6, 2.4, 52.0
127457.600, 1182.200, 0.6, 2.4, 52.0
128804.800, 1347.200, 0.6, 2.4, 52.0
130179.400, 1374.600, 0.6, 2.4, 52.0
131554.100, 1374.700, 0.6, 2.4, 52.0
132763.700, 1209.600, 0.6, 2.4, 52.0
133945.900, 1182.200, 0.6, 2.4, 52.0
135238.100, 1292.200, 0.6, 2.4, 52.0
136530.300, 1292.200, 0.6, 2.4, 52.0
137712.500, 1182.200, 0.6, 2.4, 52.0
139087.100, 1374.600, 0.6, 2.4, 52.0
140406.800, 1319.700, 0.6, 2.4, 52.0
141616.500, 1209.700, 0.6, 2.4, 52.0
142853.700, 1237.200, 0.6, 2.4, 52.0
144063.400, 1209.700, 0.6, 2.4, 52.0
145438.000, 1374.600, 0.6, 2.4, 52.0
146647.700, 1209.700, 0.6, 2.4, 52.0
147912.400, 1264.700, 0.6, 2.4, 52.0
149204.600, 1292.200, 0.6, 2.4, 52.0
150496.700, 1292.100, 0.6, 2.4, 52.0
151761.400, 1264.700, 0.6, 2.4, 52.0
153136.100, 1374.700, 0.6, 2.4, 52.0
154428.200, 1292.100, 0.6, 2.4, 52.0
155720.400, 1292.200, 0.6, 2.4, 52.0
157012.600, 1292.200, 0.6, 2.4, 52.0
158359.700, 1347.100, 0.6, 2.4, 52.0
159679.400, 1319.700, 0.6, 2.4, 52.0
160944.100, 1264.700, 0.6, 2.4, 52.0
162208.700, 1264.600, 0.6, 2.4, 52.0
163528.400, 1319.700, 0.6, 2.4, 52.0
