multiple,0.100000
RUNID,BUFFERTIME,COUNT,COLLECTTIME,BAND
TOA,Delta TOA,PW,power,angle
BUFFER 1, 1001.000000, 1024, 0, 1
   255.000,    0.000, 0.5, 1.8, 40.0
   440.000,  185.000, 0.4, 1.7, 56.0
   510.000,   70.000, 0.5, 1.8, 40.0
   765.000,  255.000, 0.5, 1.8, 40.0
   870.000,  105.000, 0.4, 1.7, 56.0
  1020.000,  150.000, 0.5, 1.8, 40.0
  1275.000,  255.000, 0.5, 1.8, 40.0
  1300.000,   25.000, 0.4, 1.7, 56.0
  1530.000,  230.000, 0.5, 1.8, 40.0
  1730.000,  200.000, 0.4, 1.7, 56.0
  1785.000,   55.000, 0.5, 1.8, 40.0
  2040.000,  255.000, 0.5, 1.8, 40.0
  2160.000,  120.000, 0.4, 1.7, 56.0
  2295.000,  135.000, 0.5, 1.8, 40.0
  2550.000,  255.000, 0.5, 1.8, 40.0
  2590.000,   40.000, 0.4, 1.7, 56.0
  2805.000,  215.000, 0.5, 1.8, 40.0
  3020.000,  215.000, 0.4, 1.7, 56.0
  3060.000,   40.000, 0.5, 1.8, 40.0
  3315.000,  255.000, 0.5, 1.8, 40.0
  3450.000,  135.000, 0.4, 1.7, 56.0
  3570.000,  120.000, 0.5, 1.8, 40.0
  3825.000,  255.000, 0.5, 1.8, 40.0
  3880.000,   55.000, 0.4, 1.7, 56.0
  4080.000,  200.000, 0.5, 1.8, 40.0
  4310.000,  230.000, 0.4, 1.7, 56.0
  4335.000,   25.000, 0.5, 1.8, 40.0
  4590.000,  255.000, 0.5, 1.8, 40.0
  4740.000,  150.000, 0.4, 1.7, 56.0
  4845.000,  105.000, 0.5, 1.8, 40.0
  5100.000,  255.000, 0.5, 1.8, 40.0
  5170.000,   70.000, 0.4, 1.7, 56.0
  5355.000,  185.000, 0.5, 1.8, 40.0
  5600.000,  245.000, 0.4, 1.7, 56.0
  5610.000,   10.000, 0.5, 1.8, 40.0
  5865.000,  255.000, 0.5, 1.8, 40.0
  6030.000,  165.000, 0.4, 1.7, 56.0
  6120.000,   90.000, 0.5, 1.8, 40.0
  6375.000,  255.000, 0.5, 1.8, 40.0
  6460.000,   85.000, 0.4, 1.7, 56.0
  6630.000,  170.000, 0.5, 1.8, 40.0
  6885.000,  255.000, 0.5, 1.8, 40.0
  6890.000,    5.000, 0.4, 1.7, 56.0
  7140.000,  250.000, 0.5, 1.8, 40.0
  7320.000,  180.000, 0.4, 1.7, 56.0
  7395.000,   75.000, 0.5, 1.8, 40.0
  7650.000,  255.000, 0.5, 1.8, 40.0
  7750.000,  100.000, 0.4, 1.7, 56.0
  7905.000,  155.000, 0.5, 1.8, 40.0
  8160.000,  255.000, 0.5, 1.8, 40.0
  8180.000,   20.000, 0.4, 1.7, 56.0
  8415.000,  235.000, 0.5, 1.8, 40.0
  8610.000,  195.000, 0.4, 1.7, 56.0
  8670.000,   60.000, 0.5, 1.8, 40.0
  8925.000,  255.000, 0.5, 1.8, 40.0
  9040.000,  115.000, 0.4, 1.7, 56.0
  9180.000,  140.000, 0.5, 1.8, 40.0
  9435.000,  255.000, 0.5, 1.8, 40.0
  9470.000,   35.000, 0.4, 1.7, 56.0
  9690.000,  220.000, 0.5, 1.8, 40.0
  9900.000,  210.000, 0.4, 1.7, 56.0
  9945.000,   45.000, 0.5, 1.8, 40.0
 10200.000,  255.000, 0.5, 1.8, 40.0
 10330.000,  130.000, 0.4, 1.7, 56.0
 10455.000,  125.000, 0.5, 1.8, 40.0
 10710.000,  255.000, 0.5, 1.8, 40.0
 10760.000,   50.000, 0.4, 1.7, 56.0
 10965.000,  205.000, 0.5, 1.8, 40.0
 11190.000,  225.000, 0.4, 1.7, 56.0
 11220.000,   30.000, 0.5, 1.8, 40.0
 11475.000,  255.000, 0.5, 1.8, 40.0
 11620.000,  145.000, 0.4, 1.7, 56.0
 11730.000,  110.000, 0.5, 1.8, 40.0
 11985.000,  255.000, 0.5, 1.8, 40.0
 12050.000,   65.000, 0.4, 1.7, 56.0
 12240.000,  190.000, 0.5, 1.8, 40.0
 12480.000,  240.000, 0.4, 1.7, 56.0
 12495.000,   15.000, 0.5, 1.8, 40.0
 12750.000,  255.000, 0.5, 1.8, 40.0
 12910.000,  160.000, 0.4, 1.7, 56.0
 13005.000,   95.000, 0.5, 1.8, 40.0
 13260.000,  255.000, 0.5, 1.8, 40.0
 13340.000,   80.000, 0.4, 1.7, 56.0
 13515.000,  175.000, 0.5, 1.8, 40.0
 13770.000,  255.000, 0.5, 1.8, 40.0
 14025.000,  255.000, 0.5, 1.8, 40.0
 14200.000,  175.000, 0.4, 1.7, 56.0
 14280.000,   80.000, 0.5, 1.8, 40.0
 14535.000,  255.000, 0.5, 1.8, 40.0
 14630.000,   95.000, 0.4, 1.7, 56.0
 14790.000,  160.000, 0.5, 1.8, 40.0
 15045.000,  255.000, 0.5, 1.8, 40.0
 15060.000,   15.000, 0.4, 1.7, 56.0
 15300.000,  240.000, 0.5, 1.8, 40.0
 15490.000,  190.000, 0.4, 1.7, 56.0
 15555.000,   65.000, 0.5, 1.8, 40.0
 15810.000,  255.000, 0.5, 1.8, 40.0
 15920.000,  110.000, 0.4, 1.7, 56.0
 16065.000,  145.000, 0.5, 1.8, 40.0
 16320.000,  255.000, 0.5, 1.8, 40.0
 16350.000,   30.000, 0.4, 1.7, 56.0
 16575.000,  225.000, 0.5, 1.8, 40.0
 16780.000,  205.000, 0.4, 1.7, 56.0
 16830.000,   50.000, 0.5, 1.8, 40.0
 17085.000,  255.000, 0.5, 1.8, 40.0
 17210.000,  125.000, 0.4, 1.7, 56.0
 17340.000,  130.000, 0.5, 1.8, 40.0
 17595.000,  255.000, 0.5, 1.8, 40.0
 17640.000,   45.000, 0.4, 1.7, 56.0
 17850.000,  210.000, 0.5, 1.8, 40.0
 18070.000,  220.000, 0.4, 1.7, 56.0
 18105.000,   35.000, 0.5, 1.8, 40.0
 18360.000,  255.000, 0.5, 1.8, 40.0
 18500.000,  140.000, 0.4, 1.7, 56.0
 18615.000,  115.000, 0.5, 1.8, 40.0
 18870.000,  255.000, 0.5, 1.8, 40.0
 18930.000,   60.000, 0.4, 1.7, 56.0
 19125.000,  195.000, 0.5, 1.8, 40.0
 19360.000,  235.000, 0.4, 1.7, 56.0
 19380.000,   20.000, 0.5, 1.8, 40.0
 19635.000,  255.000, 0.5, 1.8, 40.0
 19790.000,  155.000, 0.4, 1.7, 56.0
 19890.000,  100.000, 0.5, 1.8, 40.0
 20145.000,  255.000, 0.5, 1.8, 40.0
 20220.000,   75.000, 0.4, 1.7, 56.0
 20400.000,  180.000, 0.5, 1.8, 40.0
 20650.000,  250.000, 0.4, 1.7, 56.0
 20655.000,    5.000, 0.5, 1.8, 40.0
 20910.000,  255.000, 0.5, 1.8, 40.0
 21080.000,  170.000, 0.4, 1.7, 56.0
